event_type,order_id,customer_id,customer_name,city,product_id,product_name,category,unit_price,quantity,total_amount,status,platform,ingested_at,event_timestamp,event_date,event_hour,event_year,event_month,processed_at
order,ORD-78966,308,Jalsa Ghosh,HYDERABAD,1,Laptop,Electronics,45000.0,5,225000.0,placed,web,2026-03-15T11:23:30.006Z,2026-03-15T11:23:04.495Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-71026,341,Lohit Badal,BENGALURU,1,Laptop,Electronics,45000.0,1,45000.0,confirmed,app,2026-03-15T11:23:30.006Z,2026-03-15T11:23:08.654Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-74183,314,Ethan Wagle,MUMBAI,1,Laptop,Electronics,45000.0,4,180000.0,delivered,web,2026-03-15T11:23:30.006Z,2026-03-15T11:23:12.807Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-96688,407,Gopal Sagar,PUNE,7,Chair,Furniture,4500.0,5,22500.0,placed,app,2026-03-15T11:23:30.006Z,2026-03-15T11:23:16.951Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-19689,19,Omisha Mital,CHENNAI,5,Rice 5kg,Grocery,350.0,5,1750.0,cancelled,app,2026-03-15T11:23:30.006Z,2026-03-15T11:23:21.095Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-23893,327,Jeremiah Maharaj,MUMBAI,8,Desk,Furniture,8000.0,2,16000.0,confirmed,app,2026-03-15T11:23:30.006Z,2026-03-15T11:23:25.240Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-96356,440,Prisha Mukherjee,HYDERABAD,4,Jeans,Clothing,1499.0,4,5996.0,placed,web,2026-03-15T10:58:00.008Z,2026-03-15T10:57:31.099Z,2026-03-15,10,2026,3,2026-03-15T11:32:29.282Z
order,ORD-55865,425,Yuvraj Dugal,CHENNAI,2,Phone,Electronics,15000.0,2,30000.0,delivered,web,2026-03-15T10:58:00.008Z,2026-03-15T10:57:35.247Z,2026-03-15,10,2026,3,2026-03-15T11:32:29.282Z
order,ORD-54567,58,Ansh Tata,DELHI,4,Jeans,Clothing,1499.0,2,2998.0,placed,app,2026-03-15T10:58:00.008Z,2026-03-15T10:57:39.412Z,2026-03-15,10,2026,3,2026-03-15T11:32:29.282Z
order,ORD-99191,34,Vasudha Karpe,HYDERABAD,5,Rice 5kg,Grocery,350.0,4,1400.0,confirmed,app,2026-03-15T10:58:00.008Z,2026-03-15T10:57:43.587Z,2026-03-15,10,2026,3,2026-03-15T11:32:29.282Z
order,ORD-80026,199,Chanchal Jani,CHENNAI,7,Chair,Furniture,4500.0,1,4500.0,shipped,mobile,2026-03-15T10:58:00.008Z,2026-03-15T10:57:47.806Z,2026-03-15,10,2026,3,2026-03-15T11:32:29.282Z
order,ORD-49546,469,Yashodhara Randhawa,HYDERABAD,8,Desk,Furniture,8000.0,1,8000.0,delivered,app,2026-03-15T10:58:00.008Z,2026-03-15T10:57:51.940Z,2026-03-15,10,2026,3,2026-03-15T11:32:29.282Z
order,ORD-14112,412,Sanaya Kaul,PUNE,4,Jeans,Clothing,1499.0,1,1499.0,cancelled,web,2026-03-15T10:58:00.008Z,2026-03-15T10:57:56.077Z,2026-03-15,10,2026,3,2026-03-15T11:32:29.282Z
order,ORD-40554,287,Urishilla Badal,CHENNAI,6,Coffee,Grocery,450.0,5,2250.0,cancelled,mobile,2026-03-15T11:14:30.006Z,2026-03-15T11:14:02.946Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-83419,457,Yug Behl,CHENNAI,4,Jeans,Clothing,1499.0,3,4497.0,cancelled,app,2026-03-15T11:14:30.006Z,2026-03-15T11:14:07.109Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-34511,193,Anusha Kannan,BENGALURU,1,Laptop,Electronics,45000.0,1,45000.0,shipped,mobile,2026-03-15T11:14:30.006Z,2026-03-15T11:14:11.243Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-87737,152,Yash Rajagopalan,CHENNAI,2,Phone,Electronics,15000.0,5,75000.0,placed,web,2026-03-15T11:14:30.006Z,2026-03-15T11:14:15.374Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-33126,215,Utkarsh Parmar,DELHI,5,Rice 5kg,Grocery,350.0,2,700.0,cancelled,web,2026-03-15T11:14:30.006Z,2026-03-15T11:14:19.514Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-82270,388,Vrinda Parekh,BENGALURU,2,Phone,Electronics,15000.0,4,60000.0,cancelled,mobile,2026-03-15T11:14:30.006Z,2026-03-15T11:14:23.679Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-26118,351,Avni Prabhu,BENGALURU,4,Jeans,Clothing,1499.0,3,4497.0,placed,mobile,2026-03-15T11:14:30.006Z,2026-03-15T11:14:27.834Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-50215,433,Ishani Rai,DELHI,3,T-Shirt,Clothing,599.0,4,2396.0,confirmed,mobile,2026-03-15T11:26:00.007Z,2026-03-15T11:25:31.836Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-22969,201,Jalsa Mukherjee,BENGALURU,1,Laptop,Electronics,45000.0,1,45000.0,shipped,mobile,2026-03-15T11:26:00.007Z,2026-03-15T11:25:36.012Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-53799,313,Dhruv Sem,CHENNAI,7,Chair,Furniture,4500.0,3,13500.0,confirmed,mobile,2026-03-15T11:26:00.007Z,2026-03-15T11:25:40.164Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-99453,447,Forum Samra,PUNE,7,Chair,Furniture,4500.0,4,18000.0,placed,web,2026-03-15T11:26:00.007Z,2026-03-15T11:25:44.312Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-25602,223,Chasmum Rajan,BENGALURU,5,Rice 5kg,Grocery,350.0,1,350.0,confirmed,app,2026-03-15T11:26:00.007Z,2026-03-15T11:25:48.477Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-31295,218,Daniel Andra,PUNE,3,T-Shirt,Clothing,599.0,1,599.0,cancelled,app,2026-03-15T11:26:00.007Z,2026-03-15T11:25:52.614Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-41300,96,Jeremiah Pai,DELHI,3,T-Shirt,Clothing,599.0,1,599.0,confirmed,web,2026-03-15T11:26:00.007Z,2026-03-15T11:25:56.756Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-88793,82,Xavier Mittal,PUNE,7,Chair,Furniture,4500.0,4,18000.0,delivered,web,2026-03-15T11:19:30.008Z,2026-03-15T11:19:02.551Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-24919,412,Harita Khare,DELHI,2,Phone,Electronics,15000.0,2,30000.0,delivered,web,2026-03-15T11:19:30.008Z,2026-03-15T11:19:06.699Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-79595,195,Onkar Dalal,CHENNAI,3,T-Shirt,Clothing,599.0,2,1198.0,delivered,app,2026-03-15T11:19:30.008Z,2026-03-15T11:19:10.847Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-67901,223,Unni Subramaniam,CHENNAI,7,Chair,Furniture,4500.0,1,4500.0,confirmed,mobile,2026-03-15T11:19:30.008Z,2026-03-15T11:19:15.128Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-10959,255,Meghana Morar,DELHI,7,Chair,Furniture,4500.0,4,18000.0,cancelled,app,2026-03-15T11:19:30.008Z,2026-03-15T11:19:19.271Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-58312,324,Daniel Keer,MUMBAI,8,Desk,Furniture,8000.0,1,8000.0,delivered,app,2026-03-15T11:19:30.008Z,2026-03-15T11:19:23.590Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-13920,86,Dipta Lad,PUNE,4,Jeans,Clothing,1499.0,1,1499.0,shipped,mobile,2026-03-15T11:19:30.008Z,2026-03-15T11:19:27.806Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-59558,490,Falan Sarma,BENGALURU,2,Phone,Electronics,15000.0,4,60000.0,shipped,app,2026-03-15T11:17:30.006Z,2026-03-15T11:17:01.607Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-37947,280,Saumya Sehgal,DELHI,3,T-Shirt,Clothing,599.0,3,1797.0,cancelled,mobile,2026-03-15T11:17:30.006Z,2026-03-15T11:17:05.770Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-77128,372,Dev Lad,CHENNAI,4,Jeans,Clothing,1499.0,5,7495.0,confirmed,web,2026-03-15T11:17:30.006Z,2026-03-15T11:17:09.919Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-43615,93,Ishanvi Mani,DELHI,7,Chair,Furniture,4500.0,1,4500.0,delivered,app,2026-03-15T11:17:30.006Z,2026-03-15T11:17:14.085Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-12421,37,Yashasvi Barad,PUNE,2,Phone,Electronics,15000.0,5,75000.0,cancelled,mobile,2026-03-15T11:17:30.006Z,2026-03-15T11:17:18.215Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-76701,91,Chasmum Bora,BENGALURU,8,Desk,Furniture,8000.0,5,40000.0,shipped,mobile,2026-03-15T11:17:30.006Z,2026-03-15T11:17:22.386Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-73455,202,Warhi Shetty,MUMBAI,8,Desk,Furniture,8000.0,4,32000.0,cancelled,web,2026-03-15T11:17:30.006Z,2026-03-15T11:17:26.630Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-21418,210,Ridhi Kade,HYDERABAD,8,Desk,Furniture,8000.0,4,32000.0,placed,app,2026-03-15T11:18:00.007Z,2026-03-15T11:17:32.876Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-66388,187,Nakul Date,MUMBAI,8,Desk,Furniture,8000.0,4,32000.0,placed,web,2026-03-15T11:18:00.007Z,2026-03-15T11:17:37.023Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-57487,215,Abeer Bassi,MUMBAI,7,Chair,Furniture,4500.0,4,18000.0,delivered,web,2026-03-15T11:18:00.007Z,2026-03-15T11:17:41.170Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-80604,6,Devansh Soman,PUNE,3,T-Shirt,Clothing,599.0,4,2396.0,delivered,app,2026-03-15T11:18:00.007Z,2026-03-15T11:17:45.312Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-56796,412,Balhaar Muni,CHENNAI,7,Chair,Furniture,4500.0,1,4500.0,shipped,web,2026-03-15T11:18:00.007Z,2026-03-15T11:17:49.430Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-70842,36,Darsh Raval,DELHI,8,Desk,Furniture,8000.0,5,40000.0,cancelled,mobile,2026-03-15T11:18:00.007Z,2026-03-15T11:17:53.598Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-67902,212,Oscar Sheth,BENGALURU,2,Phone,Electronics,15000.0,5,75000.0,delivered,mobile,2026-03-15T11:18:00.007Z,2026-03-15T11:17:57.796Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-76593,388,Bhanumati Chanda,PUNE,1,Laptop,Electronics,45000.0,1,45000.0,confirmed,web,2026-03-15T11:19:00.006Z,2026-03-15T11:18:33.273Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-28404,210,Sudiksha Thaman,BENGALURU,4,Jeans,Clothing,1499.0,3,4497.0,shipped,mobile,2026-03-15T11:19:00.006Z,2026-03-15T11:18:37.440Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-81145,7,Balvan Solanki,MUMBAI,8,Desk,Furniture,8000.0,3,24000.0,cancelled,app,2026-03-15T11:19:00.006Z,2026-03-15T11:18:41.708Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-60433,486,Lajita Vora,PUNE,6,Coffee,Grocery,450.0,2,900.0,confirmed,app,2026-03-15T11:19:00.006Z,2026-03-15T11:18:45.860Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-85728,304,Anvi Boase,PUNE,4,Jeans,Clothing,1499.0,5,7495.0,delivered,mobile,2026-03-15T11:19:00.006Z,2026-03-15T11:18:50.007Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-61339,276,Raagini Nair,HYDERABAD,2,Phone,Electronics,15000.0,5,75000.0,delivered,app,2026-03-15T11:19:00.006Z,2026-03-15T11:18:54.154Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-66943,498,Veda Memon,BENGALURU,8,Desk,Furniture,8000.0,4,32000.0,delivered,app,2026-03-15T11:19:00.006Z,2026-03-15T11:18:58.295Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-35060,183,Maya Kale,HYDERABAD,4,Jeans,Clothing,1499.0,3,4497.0,delivered,web,2026-03-15T11:10:30.008Z,2026-03-15T11:10:02.073Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-74423,200,Lakshmi Sarkar,HYDERABAD,4,Jeans,Clothing,1499.0,5,7495.0,confirmed,app,2026-03-15T11:10:30.008Z,2026-03-15T11:10:06.213Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-78173,81,Ekansh Ahluwalia,DELHI,1,Laptop,Electronics,45000.0,5,225000.0,cancelled,web,2026-03-15T11:10:30.008Z,2026-03-15T11:10:10.370Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-25326,369,Eiravati Trivedi,PUNE,8,Desk,Furniture,8000.0,5,40000.0,cancelled,web,2026-03-15T11:10:30.008Z,2026-03-15T11:10:14.529Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-26561,190,Watika Mall,HYDERABAD,1,Laptop,Electronics,45000.0,1,45000.0,shipped,mobile,2026-03-15T11:10:30.008Z,2026-03-15T11:10:18.684Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-13192,190,Orinder Dora,PUNE,7,Chair,Furniture,4500.0,2,9000.0,delivered,web,2026-03-15T11:10:30.008Z,2026-03-15T11:10:22.847Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-66487,205,Aarav Chadha,MUMBAI,5,Rice 5kg,Grocery,350.0,4,1400.0,confirmed,web,2026-03-15T11:10:30.008Z,2026-03-15T11:10:26.980Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-27219,434,Sathvik Taneja,PUNE,2,Phone,Electronics,15000.0,2,30000.0,cancelled,web,2026-03-15T11:04:00.006Z,2026-03-15T11:03:32.785Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-18989,151,Jagvi Gole,BENGALURU,7,Chair,Furniture,4500.0,5,22500.0,confirmed,app,2026-03-15T11:04:00.006Z,2026-03-15T11:03:36.958Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-74285,232,Nicholas Pingle,PUNE,4,Jeans,Clothing,1499.0,2,2998.0,cancelled,app,2026-03-15T11:04:00.006Z,2026-03-15T11:03:41.099Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-15954,162,Ojas Dhingra,MUMBAI,8,Desk,Furniture,8000.0,4,32000.0,cancelled,web,2026-03-15T11:04:00.006Z,2026-03-15T11:03:45.247Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-36524,296,Devika Shah,BENGALURU,6,Coffee,Grocery,450.0,4,1800.0,shipped,mobile,2026-03-15T11:04:00.006Z,2026-03-15T11:03:49.399Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-32815,144,Hemani Anand,PUNE,2,Phone,Electronics,15000.0,2,30000.0,confirmed,app,2026-03-15T11:04:00.006Z,2026-03-15T11:03:53.544Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-31566,115,Anthony Dubey,PUNE,5,Rice 5kg,Grocery,350.0,3,1050.0,cancelled,web,2026-03-15T11:04:00.006Z,2026-03-15T11:03:57.708Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-61701,301,Xiti Bala,PUNE,1,Laptop,Electronics,45000.0,4,180000.0,cancelled,mobile,2026-03-15T11:23:00.005Z,2026-03-15T11:22:31.157Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-25577,33,Jyoti Agarwal,PUNE,5,Rice 5kg,Grocery,350.0,4,1400.0,shipped,web,2026-03-15T11:23:00.005Z,2026-03-15T11:22:35.309Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-39096,72,Samuel Korpal,BENGALURU,1,Laptop,Electronics,45000.0,3,135000.0,shipped,app,2026-03-15T11:23:00.005Z,2026-03-15T11:22:39.469Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-22771,266,Meghana Dass,PUNE,6,Coffee,Grocery,450.0,5,2250.0,placed,app,2026-03-15T11:23:00.005Z,2026-03-15T11:22:43.602Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-93931,270,Onveer Keer,HYDERABAD,4,Jeans,Clothing,1499.0,1,1499.0,confirmed,mobile,2026-03-15T11:23:00.005Z,2026-03-15T11:22:47.763Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-24266,1,Nicholas Mutti,MUMBAI,4,Jeans,Clothing,1499.0,1,1499.0,cancelled,web,2026-03-15T11:23:00.005Z,2026-03-15T11:22:51.913Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-63884,441,Vedika Prabhakar,MUMBAI,6,Coffee,Grocery,450.0,1,450.0,confirmed,app,2026-03-15T11:23:00.005Z,2026-03-15T11:22:56.061Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-58398,215,Ranbir Arya,BENGALURU,5,Rice 5kg,Grocery,350.0,3,1050.0,placed,web,2026-03-15T11:25:30.006Z,2026-03-15T11:25:00.747Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-86249,414,Gaurang Basak,PUNE,8,Desk,Furniture,8000.0,4,32000.0,confirmed,app,2026-03-15T11:25:30.006Z,2026-03-15T11:25:04.901Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-54285,249,Ranbir Kohli,HYDERABAD,3,T-Shirt,Clothing,599.0,4,2396.0,delivered,mobile,2026-03-15T11:25:30.006Z,2026-03-15T11:25:09.042Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-36288,210,Azad Gour,HYDERABAD,7,Chair,Furniture,4500.0,1,4500.0,placed,app,2026-03-15T11:25:30.006Z,2026-03-15T11:25:13.180Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-35415,212,Girish Dhaliwal,DELHI,5,Rice 5kg,Grocery,350.0,3,1050.0,cancelled,web,2026-03-15T11:25:30.006Z,2026-03-15T11:25:17.325Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-97114,81,Luke Agrawal,HYDERABAD,7,Chair,Furniture,4500.0,3,13500.0,confirmed,mobile,2026-03-15T11:25:30.006Z,2026-03-15T11:25:21.481Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-95294,258,Lavanya Sem,PUNE,6,Coffee,Grocery,450.0,3,1350.0,shipped,app,2026-03-15T11:25:30.006Z,2026-03-15T11:25:25.617Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-75359,32,Qadim Kota,CHENNAI,3,T-Shirt,Clothing,599.0,2,1198.0,confirmed,app,2026-03-15T11:12:30.006Z,2026-03-15T11:12:02.494Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-19486,326,Luke Loyal,MUMBAI,1,Laptop,Electronics,45000.0,2,90000.0,placed,app,2026-03-15T11:12:30.006Z,2026-03-15T11:12:06.624Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-76800,227,Hredhaan Karan,HYDERABAD,2,Phone,Electronics,15000.0,5,75000.0,shipped,web,2026-03-15T11:12:30.006Z,2026-03-15T11:12:10.764Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-79471,342,Benjamin Gole,BENGALURU,1,Laptop,Electronics,45000.0,3,135000.0,placed,web,2026-03-15T11:12:30.006Z,2026-03-15T11:12:14.896Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-57411,394,Vidhi Divan,HYDERABAD,8,Desk,Furniture,8000.0,3,24000.0,delivered,app,2026-03-15T11:12:30.006Z,2026-03-15T11:12:19.036Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-63955,361,Kalpit Rana,BENGALURU,1,Laptop,Electronics,45000.0,5,225000.0,shipped,mobile,2026-03-15T11:12:30.006Z,2026-03-15T11:12:23.176Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-31766,387,Andrew Borde,HYDERABAD,4,Jeans,Clothing,1499.0,4,5996.0,placed,web,2026-03-15T11:12:30.006Z,2026-03-15T11:12:27.323Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-46293,436,Damini Trivedi,PUNE,4,Jeans,Clothing,1499.0,5,7495.0,cancelled,app,2026-03-15T11:01:30.010Z,2026-03-15T11:01:01.129Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-20467,96,Nirja Johal,CHENNAI,7,Chair,Furniture,4500.0,2,9000.0,shipped,app,2026-03-15T11:01:30.010Z,2026-03-15T11:01:05.284Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-28348,54,Owen Anand,DELHI,2,Phone,Electronics,15000.0,1,15000.0,placed,web,2026-03-15T11:01:30.010Z,2026-03-15T11:01:09.448Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-18565,230,Upma Kunda,BENGALURU,6,Coffee,Grocery,450.0,4,1800.0,delivered,web,2026-03-15T11:01:30.010Z,2026-03-15T11:01:13.596Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-14816,420,Vritti Sabharwal,CHENNAI,2,Phone,Electronics,15000.0,4,60000.0,confirmed,app,2026-03-15T11:01:30.010Z,2026-03-15T11:01:17.762Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-39618,145,Aashi Dash,CHENNAI,3,T-Shirt,Clothing,599.0,1,599.0,confirmed,mobile,2026-03-15T11:01:30.010Z,2026-03-15T11:01:21.910Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-96309,341,Jyoti Bandi,BENGALURU,8,Desk,Furniture,8000.0,1,8000.0,cancelled,mobile,2026-03-15T11:01:30.010Z,2026-03-15T11:01:26.059Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-63417,321,Chandran Choudhury,MUMBAI,4,Jeans,Clothing,1499.0,3,4497.0,shipped,app,2026-03-15T10:58:00.008Z,2026-03-15T10:57:33.164Z,2026-03-15,10,2026,3,2026-03-15T11:32:29.282Z
order,ORD-64134,29,Devansh Nazareth,PUNE,3,T-Shirt,Clothing,599.0,4,2396.0,confirmed,mobile,2026-03-15T10:58:00.008Z,2026-03-15T10:57:37.329Z,2026-03-15,10,2026,3,2026-03-15T11:32:29.282Z
order,ORD-95348,128,Aryan Garde,HYDERABAD,2,Phone,Electronics,15000.0,2,30000.0,confirmed,mobile,2026-03-15T10:58:00.008Z,2026-03-15T10:57:41.511Z,2026-03-15,10,2026,3,2026-03-15T11:32:29.282Z
order,ORD-72588,148,Chandran Sekhon,PUNE,7,Chair,Furniture,4500.0,5,22500.0,cancelled,web,2026-03-15T10:58:00.008Z,2026-03-15T10:57:45.655Z,2026-03-15,10,2026,3,2026-03-15T11:32:29.282Z
order,ORD-69534,477,Udant Saini,MUMBAI,6,Coffee,Grocery,450.0,5,2250.0,placed,mobile,2026-03-15T10:58:00.008Z,2026-03-15T10:57:49.857Z,2026-03-15,10,2026,3,2026-03-15T11:32:29.282Z
order,ORD-47242,427,Prisha Upadhyay,DELHI,1,Laptop,Electronics,45000.0,5,225000.0,delivered,app,2026-03-15T10:58:00.008Z,2026-03-15T10:57:54.003Z,2026-03-15,10,2026,3,2026-03-15T11:32:29.282Z
order,ORD-48487,444,Advay Dayal,DELHI,7,Chair,Furniture,4500.0,1,4500.0,placed,web,2026-03-15T10:58:00.008Z,2026-03-15T10:57:58.133Z,2026-03-15,10,2026,3,2026-03-15T11:32:29.282Z
order,ORD-59547,283,Bhavna Sachar,CHENNAI,8,Desk,Furniture,8000.0,1,8000.0,delivered,web,2026-03-15T11:28:30.006Z,2026-03-15T11:28:01.488Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-40774,90,Fariq Divan,MUMBAI,3,T-Shirt,Clothing,599.0,1,599.0,delivered,mobile,2026-03-15T11:28:30.006Z,2026-03-15T11:28:05.656Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-91541,185,Naksh Sane,PUNE,4,Jeans,Clothing,1499.0,1,1499.0,delivered,web,2026-03-15T11:28:30.006Z,2026-03-15T11:28:09.801Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-98739,145,Yochana Cheema,HYDERABAD,1,Laptop,Electronics,45000.0,5,225000.0,confirmed,web,2026-03-15T11:28:30.006Z,2026-03-15T11:28:13.960Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-22229,9,Yuvraj Bains,MUMBAI,6,Coffee,Grocery,450.0,4,1800.0,cancelled,web,2026-03-15T11:28:30.006Z,2026-03-15T11:28:18.136Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-53344,45,Sanaya Kaul,CHENNAI,8,Desk,Furniture,8000.0,2,16000.0,shipped,mobile,2026-03-15T11:28:30.006Z,2026-03-15T11:28:22.383Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-18621,14,Owen Doctor,MUMBAI,1,Laptop,Electronics,45000.0,4,180000.0,shipped,mobile,2026-03-15T11:28:30.006Z,2026-03-15T11:28:26.568Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-54584,239,Qabil Balan,HYDERABAD,1,Laptop,Electronics,45000.0,3,135000.0,placed,app,2026-03-15T11:29:00.006Z,2026-03-15T11:28:30.708Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
order,ORD-95418,183,Zehaan Maharaj,MUMBAI,2,Phone,Electronics,15000.0,3,45000.0,confirmed,app,2026-03-15T11:29:00.006Z,2026-03-15T11:28:34.867Z,2026-03-15,11,2026,3,2026-03-15T11:32:29.282Z
